transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amount,transaction_hour,transaction_dayname,transaction_weekday,transaction_month,transaction_time_bucket,Day_Type,sales_category
273,1/1/2023,2026-07-22T13:56:24.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
274,1/1/2023,2026-07-22T13:57:34.000Z,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
275,1/1/2023,2026-07-22T13:57:34.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
276,1/1/2023,2026-07-22T13:58:10.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
277,1/1/2023,2026-07-22T13:58:11.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
278,1/1/2023,2026-07-22T13:59:58.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
279,1/1/2023,2026-07-22T14:03:34.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
280,1/1/2023,2026-07-22T14:03:34.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
281,1/1/2023,2026-07-22T14:03:41.000Z,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
282,1/1/2023,2026-07-22T14:07:12.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
283,1/1/2023,2026-07-22T14:07:56.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
284,1/1/2023,2026-07-22T14:08:03.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
285,1/1/2023,2026-07-22T14:08:03.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
286,1/1/2023,2026-07-22T14:11:14.000Z,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
287,1/1/2023,2026-07-22T14:13:28.000Z,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
288,1/1/2023,2026-07-22T14:19:57.000Z,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
289,1/1/2023,2026-07-22T14:20:06.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
290,1/1/2023,2026-07-22T14:20:08.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
291,1/1/2023,2026-07-22T14:22:01.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
292,1/1/2023,2026-07-22T14:22:38.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
293,1/1/2023,2026-07-22T14:23:28.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
294,1/1/2023,2026-07-22T14:23:28.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
295,1/1/2023,2026-07-22T14:24:55.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
296,1/1/2023,2026-07-22T14:24:55.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
297,1/1/2023,2026-07-22T14:25:32.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
298,1/1/2023,2026-07-22T14:25:39.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
299,1/1/2023,2026-07-22T14:26:36.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
300,1/1/2023,2026-07-22T14:29:05.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
301,1/1/2023,2026-07-22T14:29:50.000Z,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
302,1/1/2023,2026-07-22T14:29:50.000Z,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
303,1/1/2023,2026-07-22T14:30:51.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
304,1/1/2023,2026-07-22T14:30:58.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
305,1/1/2023,2026-07-22T14:31:26.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
306,1/1/2023,2026-07-22T14:32:20.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
307,1/1/2023,2026-07-22T14:32:42.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
308,1/1/2023,2026-07-22T14:32:54.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
309,1/1/2023,2026-07-22T14:35:47.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
310,1/1/2023,2026-07-22T14:36:23.000Z,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
311,1/1/2023,2026-07-22T14:36:35.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
312,1/1/2023,2026-07-22T14:37:48.000Z,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
313,1/1/2023,2026-07-22T14:39:06.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
314,1/1/2023,2026-07-22T14:39:48.000Z,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
315,1/1/2023,2026-07-22T14:42:39.000Z,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
316,1/1/2023,2026-07-22T14:43:13.000Z,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
317,1/1/2023,2026-07-22T14:45:31.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
318,1/1/2023,2026-07-22T14:46:09.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
319,1/1/2023,2026-07-22T14:47:29.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
320,1/1/2023,2026-07-22T14:47:29.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
321,1/1/2023,2026-07-22T14:49:49.000Z,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
322,1/1/2023,2026-07-22T14:51:19.000Z,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
323,1/1/2023,2026-07-22T14:55:34.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
324,1/1/2023,2026-07-22T14:58:07.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
325,1/1/2023,2026-07-22T14:58:35.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,14,Sun,6,Jan,Afternoon,Weekend,Small Purchase
326,1/1/2023,2026-07-22T15:02:04.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
327,1/1/2023,2026-07-22T15:02:28.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
328,1/1/2023,2026-07-22T15:06:27.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
329,1/1/2023,2026-07-22T15:08:28.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
330,1/1/2023,2026-07-22T15:09:37.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
331,1/1/2023,2026-07-22T15:09:54.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
332,1/1/2023,2026-07-22T15:10:10.000Z,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
333,1/1/2023,2026-07-22T15:10:10.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
334,1/1/2023,2026-07-22T15:12:22.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
335,1/1/2023,2026-07-22T15:12:54.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
336,1/1/2023,2026-07-22T15:14:19.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
337,1/1/2023,2026-07-22T15:16:37.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
338,1/1/2023,2026-07-22T15:18:56.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
339,1/1/2023,2026-07-22T15:19:34.000Z,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
340,1/1/2023,2026-07-22T15:21:05.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
341,1/1/2023,2026-07-22T15:22:11.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
342,1/1/2023,2026-07-22T15:24:01.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
343,1/1/2023,2026-07-22T15:25:09.000Z,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
344,1/1/2023,2026-07-22T15:27:11.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
345,1/1/2023,2026-07-22T15:28:29.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
346,1/1/2023,2026-07-22T15:28:54.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
347,1/1/2023,2026-07-22T15:29:24.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
348,1/1/2023,2026-07-22T15:29:24.000Z,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
349,1/1/2023,2026-07-22T15:30:16.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
350,1/1/2023,2026-07-22T15:30:27.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
351,1/1/2023,2026-07-22T15:30:58.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
352,1/1/2023,2026-07-22T15:30:58.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
353,1/1/2023,2026-07-22T15:33:36.000Z,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
354,1/1/2023,2026-07-22T15:33:36.000Z,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
355,1/1/2023,2026-07-22T15:34:10.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
356,1/1/2023,2026-07-22T15:34:10.000Z,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
357,1/1/2023,2026-07-22T15:36:59.000Z,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,6,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
358,1/1/2023,2026-07-22T15:39:44.000Z,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
359,1/1/2023,2026-07-22T15:42:20.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
360,1/1/2023,2026-07-22T15:45:16.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
361,1/1/2023,2026-07-22T15:46:34.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
362,1/1/2023,2026-07-22T15:51:15.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
363,1/1/2023,2026-07-22T15:52:23.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
364,1/1/2023,2026-07-22T15:52:23.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
365,1/1/2023,2026-07-22T15:53:55.000Z,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
366,1/1/2023,2026-07-22T15:55:45.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
367,1/1/2023,2026-07-22T15:55:50.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
368,1/1/2023,2026-07-22T15:58:55.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,15,Sun,6,Jan,Afternoon,Weekend,Small Purchase
369,1/1/2023,2026-07-22T16:00:23.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
370,1/1/2023,2026-07-22T16:02:07.000Z,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
371,1/1/2023,2026-07-22T16:03:30.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
372,1/1/2023,2026-07-22T16:03:54.000Z,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
373,1/1/2023,2026-07-22T16:04:10.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
374,1/1/2023,2026-07-22T16:06:04.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
375,1/1/2023,2026-07-22T16:07:20.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
376,1/1/2023,2026-07-22T16:08:59.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
377,1/1/2023,2026-07-22T16:10:37.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
378,1/1/2023,2026-07-22T16:12:00.000Z,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
379,1/1/2023,2026-07-22T16:17:06.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
380,1/1/2023,2026-07-22T16:17:52.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
381,1/1/2023,2026-07-22T16:19:00.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
382,1/1/2023,2026-07-22T16:19:17.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
383,1/1/2023,2026-07-22T16:19:26.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
384,1/1/2023,2026-07-22T16:20:07.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
385,1/1/2023,2026-07-22T16:22:07.000Z,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
386,1/1/2023,2026-07-22T16:22:38.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
387,1/1/2023,2026-07-22T16:25:28.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
388,1/1/2023,2026-07-22T16:27:42.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
389,1/1/2023,2026-07-22T16:28:00.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
390,1/1/2023,2026-07-22T16:28:57.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
391,1/1/2023,2026-07-22T16:29:36.000Z,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
392,1/1/2023,2026-07-22T16:30:12.000Z,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
393,1/1/2023,2026-07-22T16:33:35.000Z,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
394,1/1/2023,2026-07-22T16:35:11.000Z,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
395,1/1/2023,2026-07-22T16:39:24.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
396,1/1/2023,2026-07-22T16:39:27.000Z,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
397,1/1/2023,2026-07-22T16:40:18.000Z,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
398,1/1/2023,2026-07-22T16:40:19.000Z,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
399,1/1/2023,2026-07-22T16:41:51.000Z,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
400,1/1/2023,2026-07-22T16:43:33.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
401,1/1/2023,2026-07-22T16:44:46.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
402,1/1/2023,2026-07-22T16:47:05.000Z,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
403,1/1/2023,2026-07-22T16:47:05.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
404,1/1/2023,2026-07-22T16:48:31.000Z,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
405,1/1/2023,2026-07-22T16:49:19.000Z,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
406,1/1/2023,2026-07-22T16:49:19.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
407,1/1/2023,2026-07-22T16:49:38.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
408,1/1/2023,2026-07-22T16:52:13.000Z,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
